model,repeat,case_id,task_class,tier,condition,condition_label,instruction,expected_command,raw_response,normalized_command,parsed_kind,parsed_value,valid,action_family_correct,parameter_correct,command_correct,executable_correct,diagnostic_command,diagnostic_method,diagnostic_command_correct,failure_class,latency_ms,error
mistral-small3.2:24b-instruct-2506-q4_K_M,0,d5-x-distance-b,decision_complexity,D5,es_standard,standardised Spanish,"Calcula la distancia horizontal entre tu coordenada x y la coordenada x del rival. Si es de al menos 0.4, avanza 0.1; si no, gira 90 grados en sentido horario.",C90.0,B,B,shoot,,True,False,False,False,False,B,strict,False,action_error,678.546,
mistral-small3.2:24b-instruct-2506-q4_K_M,0,d4-priority-shield-a,decision_complexity,D4,en,English,"Use this policy in order: if your shield is raised, lower it. Otherwise, if the opponent has less than 10 health, fire. Otherwise, raise your shield.",S0,S0,S0,shield_set,0.0,True,True,True,True,True,S0,strict,True,correct,1318.117,
mistral-small3.2:24b-instruct-2506-q4_K_M,0,d4-priority-shield-a,decision_complexity,D4,es_standard,standardised Spanish,"Aplica esta política en orden: si tienes el escudo levantado, bájalo. Si no, si el rival tiene menos de 10 puntos de salud, dispara. En cualquier otro caso, levanta el escudo.",S0,S0,S0,shield_set,0.0,True,True,True,True,True,S0,strict,True,correct,880.257,
mistral-small3.2:24b-instruct-2506-q4_K_M,0,d4-priority-shield-a,decision_complexity,D4,es_rioplatense,Rioplatense Spanish,"Aplicá esta política en orden: si tenés el escudo levantado, bajalo. Si no, si el rival tiene menos de 10 puntos de salud, dispará. En cualquier otro caso, levantá el escudo.",S0,S0,S0,shield_set,0.0,True,True,True,True,True,S0,strict,True,correct,697.316,
mistral-small3.2:24b-instruct-2506-q4_K_M,0,d1-health-b,decision_complexity,D1,es_standard,standardised Spanish,"Si tienes menos de 15 puntos de salud, levanta el escudo; si no, avanza.",S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,1203.708,
mistral-small3.2:24b-instruct-2506-q4_K_M,0,d1-health-b,decision_complexity,D1,en,English,"If your health is below 15, raise the shield; otherwise move forward.",S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,479.055,
mistral-small3.2:24b-instruct-2506-q4_K_M,0,d1-health-b,decision_complexity,D1,es_rioplatense,Rioplatense Spanish,"Si tenés menos de 15 puntos de salud, levantá el escudo; si no, avanzá.",S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,480.948,
mistral-small3.2:24b-instruct-2506-q4_K_M,0,d2-health-compare-a,decision_complexity,D2,es_rioplatense,Rioplatense Spanish,"Si tenés menos salud que el rival, levantá el escudo; si no, dispará.",S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,1260.445,
mistral-small3.2:24b-instruct-2506-q4_K_M,0,d2-health-compare-a,decision_complexity,D2,en,English,"If your health is lower than the opponent's health, raise the shield; otherwise fire.",S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,548.929,
mistral-small3.2:24b-instruct-2506-q4_K_M,0,d2-health-compare-a,decision_complexity,D2,es_standard,standardised Spanish,"Si tienes menos salud que el rival, levanta el escudo; si no, dispara.",S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,493.979,
mistral-small3.2:24b-instruct-2506-q4_K_M,0,d4-priority-health-b,decision_complexity,D4,es_rioplatense,Rioplatense Spanish,"Aplicá esta política en orden: si tenés menos de 10 puntos de salud, levantá el escudo. Si no, si el rival tiene el escudo levantado, avanzá. En cualquier otro caso, dispará.",S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,1615.749,
mistral-small3.2:24b-instruct-2506-q4_K_M,0,d4-priority-health-b,decision_complexity,D4,en,English,"Use this policy in order: if your health is below 10, raise the shield. Otherwise, if the opponent's shield is raised, move forward. Otherwise, fire.",S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,747.21,
mistral-small3.2:24b-instruct-2506-q4_K_M,0,d4-priority-health-b,decision_complexity,D4,es_standard,standardised Spanish,"Aplica esta política en orden: si tienes menos de 10 puntos de salud, levanta el escudo. Si no, si el rival tiene el escudo levantado, avanza. En cualquier otro caso, dispara.",S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,734.947,
mistral-small3.2:24b-instruct-2506-q4_K_M,0,d2-health-compare-c,decision_complexity,D2,es_rioplatense,Rioplatense Spanish,"Si tenés menos salud que el rival, levantá el escudo; si no, dispará.",B,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,1257.131,
mistral-small3.2:24b-instruct-2506-q4_K_M,0,d2-health-compare-c,decision_complexity,D2,en,English,"If your health is lower than the opponent's health, raise the shield; otherwise fire.",B,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,488.367,
mistral-small3.2:24b-instruct-2506-q4_K_M,0,d2-health-compare-c,decision_complexity,D2,es_standard,standardised Spanish,"Si tienes menos salud que el rival, levanta el escudo; si no, dispara.",B,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,475.611,
mistral-small3.2:24b-instruct-2506-q4_K_M,0,d2-x-compare-c,decision_complexity,D2,en,English,"If your x coordinate is greater than the opponent's x coordinate, turn counterclockwise 90 degrees; otherwise turn clockwise 90 degrees.",C90.0,A90,A90.0,rotate_ccw,90.0,True,False,True,False,False,A90.0,strict,False,action_error,1314.16,
mistral-small3.2:24b-instruct-2506-q4_K_M,0,d2-x-compare-c,decision_complexity,D2,es_standard,standardised Spanish,"Si tu coordenada x es mayor que la del rival, gira 90 grados en sentido antihorario; si no, gira 90 grados en sentido horario.",C90.0,A0,A0.0,rotate_ccw,0.0,True,False,False,False,False,A0.0,strict,False,action_error,732.01,
mistral-small3.2:24b-instruct-2506-q4_K_M,0,d2-x-compare-c,decision_complexity,D2,es_rioplatense,Rioplatense Spanish,"Si tu coordenada x es mayor que la del rival, girá 90 grados en sentido antihorario; si no, girá 90 grados en sentido horario.",C90.0,A90,A90.0,rotate_ccw,90.0,True,False,True,False,False,A90.0,strict,False,action_error,603.917,
mistral-small3.2:24b-instruct-2506-q4_K_M,0,d3-xor-shields-c,decision_complexity,D3,en,English,"If exactly one of the two shields is raised, move forward; otherwise fire.",M,M,M,move,,True,True,,True,True,M,strict,True,correct,987.19,
mistral-small3.2:24b-instruct-2506-q4_K_M,0,d3-xor-shields-c,decision_complexity,D3,es_rioplatense,Rioplatense Spanish,"Si exactamente uno de los dos escudos está levantado, avanzá; si no, dispará.",M,M,M,move,,True,True,,True,True,M,strict,True,correct,431.029,
mistral-small3.2:24b-instruct-2506-q4_K_M,0,d3-xor-shields-c,decision_complexity,D3,es_standard,standardised Spanish,"Si exactamente uno de los dos escudos está levantado, avanza; si no, dispara.",M,M,M,move,,True,True,,True,True,M,strict,True,correct,419.839,
mistral-small3.2:24b-instruct-2506-q4_K_M,0,d1-shield-d,decision_complexity,D1,en,English,"If your shield is raised, lower it; otherwise fire.",B,B,B,shoot,,True,True,,True,True,B,strict,True,correct,1193.193,
mistral-small3.2:24b-instruct-2506-q4_K_M,0,d1-shield-d,decision_complexity,D1,es_rioplatense,Rioplatense Spanish,"Si tenés el escudo levantado, bajalo; si no, dispará.",B,S,S,shield_toggle,,True,False,,False,False,S,strict,False,action_error,424.646,
mistral-small3.2:24b-instruct-2506-q4_K_M,0,d1-shield-d,decision_complexity,D1,es_standard,standardised Spanish,"Si tienes el escudo levantado, bájalo; si no, dispara.",B,B,B,shoot,,True,True,,True,True,B,strict,True,correct,413.12,
mistral-small3.2:24b-instruct-2506-q4_K_M,0,d1-health-c,decision_complexity,D1,es_rioplatense,Rioplatense Spanish,"Si tenés menos de 15 puntos de salud, levantá el escudo; si no, avanzá.",M,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,1249.721,
mistral-small3.2:24b-instruct-2506-q4_K_M,0,d1-health-c,decision_complexity,D1,en,English,"If your health is below 15, raise the shield; otherwise move forward.",M,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,495.298,
mistral-small3.2:24b-instruct-2506-q4_K_M,0,d1-health-c,decision_complexity,D1,es_standard,standardised Spanish,"Si tienes menos de 15 puntos de salud, levanta el escudo; si no, avanza.",M,S1,S1,shield_set,1.0,True,False,,False,False,S1,strict,False,action_error,485.891,
mistral-small3.2:24b-instruct-2506-q4_K_M,0,d3-xor-shields-a,decision_complexity,D3,es_standard,standardised Spanish,"Si exactamente uno de los dos escudos está levantado, avanza; si no, dispara.",B,B,B,shoot,,True,True,,True,True,B,strict,True,correct,1200.819,
mistral-small3.2:24b-instruct-2506-q4_K_M,0,d3-xor-shields-a,decision_complexity,D3,en,English,"If exactly one of the two shields is raised, move forward; otherwise fire.",B,B,B,shoot,,True,True,,True,True,B,strict,True,correct,432.953,
mistral-small3.2:24b-instruct-2506-q4_K_M,0,d3-xor-shields-a,decision_complexity,D3,es_rioplatense,Rioplatense Spanish,"Si exactamente uno de los dos escudos está levantado, avanzá; si no, dispará.",B,B,B,shoot,,True,True,,True,True,B,strict,True,correct,431.126,
mistral-small3.2:24b-instruct-2506-q4_K_M,0,d6-distance-composite-c,decision_complexity,D6,es_standard,standardised Spanish,"Primero calcula la distancia horizontal entre tú y el rival. Si la distancia es de al menos 0.4: si tienes menos salud que el rival, levanta el escudo; si no, avanza 0.1. Si la distancia es menor que 0.4: si el rival tiene el escudo bajo, dispara; si no, gira 90 grados en sentido antihorario.",B,M0.1,M0.1,move,0.1,True,False,,False,False,M0.1,strict,False,action_error,2144.032,
mistral-small3.2:24b-instruct-2506-q4_K_M,0,d6-distance-composite-c,decision_complexity,D6,es_rioplatense,Rioplatense Spanish,"Primero calculá la distancia horizontal entre vos y el rival. Si la distancia es de al menos 0.4: si tenés menos salud que el rival, levantá el escudo; si no, avanzá 0.1. Si la distancia es menor que 0.4: si el rival tiene el escudo bajo, dispará; si no, girá 90 grados en sentido antihorario.",B,B,B,shoot,,True,True,,True,True,B,strict,True,correct,979.307,
mistral-small3.2:24b-instruct-2506-q4_K_M,0,d6-distance-composite-c,decision_complexity,D6,en,English,"First compute the horizontal distance between you and the opponent. If the distance is at least 0.4: if your health is lower than the opponent's, raise the shield; otherwise move forward 0.1. If the distance is below 0.4: if the opponent's shield is down, fire; otherwise turn counterclockwise 90 degrees.",B,M0.1,M0.1,move,0.1,True,False,,False,False,M0.1,strict,False,action_error,1250.309,
mistral-small3.2:24b-instruct-2506-q4_K_M,0,d2-x-compare-a,decision_complexity,D2,en,English,"If your x coordinate is greater than the opponent's x coordinate, turn counterclockwise 90 degrees; otherwise turn clockwise 90 degrees.",A90.0,A90,A90.0,rotate_ccw,90.0,True,True,True,True,True,A90.0,strict,True,correct,1444.926,
mistral-small3.2:24b-instruct-2506-q4_K_M,0,d2-x-compare-a,decision_complexity,D2,es_standard,standardised Spanish,"Si tu coordenada x es mayor que la del rival, gira 90 grados en sentido antihorario; si no, gira 90 grados en sentido horario.",A90.0,A90,A90.0,rotate_ccw,90.0,True,True,True,True,True,A90.0,strict,True,correct,872.76,
mistral-small3.2:24b-instruct-2506-q4_K_M,0,d2-x-compare-a,decision_complexity,D2,es_rioplatense,Rioplatense Spanish,"Si tu coordenada x es mayor que la del rival, girá 90 grados en sentido antihorario; si no, girá 90 grados en sentido horario.",A90.0,A90,A90.0,rotate_ccw,90.0,True,True,True,True,True,A90.0,strict,True,correct,653.574,
mistral-small3.2:24b-instruct-2506-q4_K_M,0,d1-shield-a,decision_complexity,D1,es_standard,standardised Spanish,"Si tienes el escudo levantado, bájalo; si no, dispara.",S0,S0,S0,shield_set,0.0,True,True,True,True,True,S0,strict,True,correct,1510.188,
mistral-small3.2:24b-instruct-2506-q4_K_M,0,d1-shield-a,decision_complexity,D1,es_rioplatense,Rioplatense Spanish,"Si tenés el escudo levantado, bajalo; si no, dispará.",S0,S,S,shield_toggle,,True,False,False,False,True,S,strict,False,action_error,486.977,
mistral-small3.2:24b-instruct-2506-q4_K_M,0,d1-shield-a,decision_complexity,D1,en,English,"If your shield is raised, lower it; otherwise fire.",S0,S0,S0,shield_set,0.0,True,True,True,True,True,S0,strict,True,correct,586.316,
mistral-small3.2:24b-instruct-2506-q4_K_M,0,d6-distance-composite-d,decision_complexity,D6,es_standard,standardised Spanish,"Primero calcula la distancia horizontal entre tú y el rival. Si la distancia es de al menos 0.4: si tienes menos salud que el rival, levanta el escudo; si no, avanza 0.1. Si la distancia es menor que 0.4: si el rival tiene el escudo bajo, dispara; si no, gira 90 grados en sentido antihorario.",A90.0,M0.1,M0.1,move,0.1,True,False,False,False,False,M0.1,strict,False,action_error,2593.213,
mistral-small3.2:24b-instruct-2506-q4_K_M,0,d6-distance-composite-d,decision_complexity,D6,es_rioplatense,Rioplatense Spanish,"Primero calculá la distancia horizontal entre vos y el rival. Si la distancia es de al menos 0.4: si tenés menos salud que el rival, levantá el escudo; si no, avanzá 0.1. Si la distancia es menor que 0.4: si el rival tiene el escudo bajo, dispará; si no, girá 90 grados en sentido antihorario.",A90.0,B,B,shoot,,True,False,False,False,False,B,strict,False,action_error,1124.692,
mistral-small3.2:24b-instruct-2506-q4_K_M,0,d6-distance-composite-d,decision_complexity,D6,en,English,"First compute the horizontal distance between you and the opponent. If the distance is at least 0.4: if your health is lower than the opponent's, raise the shield; otherwise move forward 0.1. If the distance is below 0.4: if the opponent's shield is down, fire; otherwise turn counterclockwise 90 degrees.",A90.0,M0.1,M0.1,move,0.1,True,False,False,False,False,M0.1,strict,False,action_error,1393.164,
mistral-small3.2:24b-instruct-2506-q4_K_M,0,d4-priority-shield-d,decision_complexity,D4,en,English,"Use this policy in order: if your shield is raised, lower it. Otherwise, if the opponent has less than 10 health, fire. Otherwise, raise your shield.",S0,S0,S0,shield_set,0.0,True,True,True,True,True,S0,strict,True,correct,1885.198,
mistral-small3.2:24b-instruct-2506-q4_K_M,0,d4-priority-shield-d,decision_complexity,D4,es_rioplatense,Rioplatense Spanish,"Aplicá esta política en orden: si tenés el escudo levantado, bajalo. Si no, si el rival tiene menos de 10 puntos de salud, dispará. En cualquier otro caso, levantá el escudo.",S0,S0,S0,shield_set,0.0,True,True,True,True,True,S0,strict,True,correct,907.368,
mistral-small3.2:24b-instruct-2506-q4_K_M,0,d4-priority-shield-d,decision_complexity,D4,es_standard,standardised Spanish,"Aplica esta política en orden: si tienes el escudo levantado, bájalo. Si no, si el rival tiene menos de 10 puntos de salud, dispara. En cualquier otro caso, levanta el escudo.",S0,S0,S0,shield_set,0.0,True,True,True,True,True,S0,strict,True,correct,894.949,
mistral-small3.2:24b-instruct-2506-q4_K_M,0,d3-xor-shields-b,decision_complexity,D3,es_rioplatense,Rioplatense Spanish,"Si exactamente uno de los dos escudos está levantado, avanzá; si no, dispará.",M,B,B,shoot,,True,False,,False,False,B,strict,False,action_error,1165.37,
mistral-small3.2:24b-instruct-2506-q4_K_M,0,d3-xor-shields-b,decision_complexity,D3,es_standard,standardised Spanish,"Si exactamente uno de los dos escudos está levantado, avanza; si no, dispara.",M,B,B,shoot,,True,False,,False,False,B,strict,False,action_error,483.97,
mistral-small3.2:24b-instruct-2506-q4_K_M,0,d3-xor-shields-b,decision_complexity,D3,en,English,"If exactly one of the two shields is raised, move forward; otherwise fire.",M,M,M,move,,True,True,,True,True,M,strict,True,correct,483.463,
mistral-small3.2:24b-instruct-2506-q4_K_M,0,d2-health-compare-d,decision_complexity,D2,es_standard,standardised Spanish,"Si tienes menos salud que el rival, levanta el escudo; si no, dispara.",S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,1527.797,
mistral-small3.2:24b-instruct-2506-q4_K_M,0,d2-health-compare-d,decision_complexity,D2,en,English,"If your health is lower than the opponent's health, raise the shield; otherwise fire.",S1,S1,S1,shield_set,1.0,True,True,True,True,True,S1,strict,True,correct,610.52,
